Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Skyfall,2012,PG-13,143,"Action, Adventure, Thriller","James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",7.8,81,681507,304.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hobbit: An Unexpected Journey,2012,PG-13,169,"Adventure, Fantasy","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",7.8,58,799737,303.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince,2009,PG,153,"Action, Adventure, Family","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",7.6,78,522836,301.96,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: Eclipse,2010,PG-13,124,"Action, Adventure, Drama","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",5.0,58,241079,300.53,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: New Moon,2009,PG-13,130,"Adventure, Drama, Fantasy","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",4.7,44,279235,296.62,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146,"Adventure, Family, Fantasy","As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",7.7,65,526034,295.98,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Sixth Sense,1999,PG-13,107,"Drama, Mystery, Thriller","A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",8.2,64,962949,293.51,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Up,2009,PG,96,"Animation, Adventure, Comedy","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",8.3,88,1006160,293.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inception,2010,PG-13,148,"Action, Adventure, Sci-Fi","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",8.8,74,2250094,292.58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,115,"Adventure, Drama, Fantasy","After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",5.6,52,244101,292.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Order of the Phoenix,2007,PG-13,138,"Action, Adventure, Family","With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",7.5,71,558748,292.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,143,"Adventure, Family, Fantasy",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,6.9,75,388192,291.71,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Man of Steel,2013,PG-13,143,"Action, Adventure, Sci-Fi",An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,7.1,55,747376,291.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Wars: Episode V - The Empire Strikes Back,1980,PG,124,"Action, Adventure, Fantasy","After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",8.7,82,1240781,290.48,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Goblet of Fire,2005,PG-13,157,"Adventure, Family, Fantasy","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",7.7,81,602028,290.01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Monsters, Inc.",2001,G,92,"Animation, Adventure, Comedy","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",8.1,79,876459,289.92,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone,1990,PG,103,"Comedy, Family",An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,7.7,63,549661,285.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 2,2015,PG-13,137,"Action, Adventure, Sci-Fi",Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,6.5,65,314314,281.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Matrix Reloaded,2003,R,138,"Action, Sci-Fi","Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.",7.2,62,581909,281.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,117,"Adventure, Drama, Fantasy","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",4.9,45,236003,281.29,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Meet the Fockers,2004,PG-13,115,"Comedy, Romance",All hell breaks loose when the Byrnes family meets the Focker family for the first time.,6.3,41,266229,279.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hangover,2009,R,100,Comedy,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",7.7,73,762634,277.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravity,2013,PG-13,91,"Action, Drama, Sci-Fi",Two astronauts work together to survive after an accident leaves them stranded in space.,7.7,96,808003,274.09,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Grinch,2018,PG,85,"Animation, Adventure, Comedy",A grumpy Grinch plots to ruin Christmas for the village of Whoville.,6.3,51,67487,270.62,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sing,2016,PG,108,"Animation, Comedy, Family","In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",7.1,59,159819,270.4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monsters University,2013,G,104,"Animation, Adventure, Comedy","A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends.",7.3,65,347682,268.49,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrek,2001,PG,90,"Animation, Adventure, Comedy","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",7.9,84,654837,267.67,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despicable Me 3,2017,PG,89,"Animation, Adventure, Comedy","Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.",6.3,49,127882,264.62,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Spider-Man,2012,PG-13,136,"Action, Adventure, Sci-Fi","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",7.0,66,632610,262.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Chamber of Secrets,2002,PG,161,"Adventure, Family, Fantasy",An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,7.4,63,609447,261.99,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Incredibles,2004,PG,115,"Animation, Action, Adventure","A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",8.1,90,701524,261.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How the Grinch Stole Christmas,2000,PG,104,"Comedy, Family, Fantasy","On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",6.2,46,239075,260.04,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jaws,1975,PG,124,"Adventure, Thriller","When a killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",8.1,87,577547,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Captain America: The Winter Soldier,2014,PG-13,136,"Action, Adventure, Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",7.8,70,808677,259.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hobbit: The Desolation of Smaug,2013,PG-13,161,"Adventure, Fantasy","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",7.8,66,639157,258.37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Lego Movie,2014,PG,100,"Animation, Action, Adventure","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",7.7,83,343465,257.76,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek,2009,PG-13,127,"Action, Adventure, Sci-Fi",The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,8.0,82,596389,257.73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Am Legend,2007,PG-13,101,"Action, Drama, Sci-Fi","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",7.2,65,733282,256.39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Blind Side,2009,PG-13,129,"Biography, Drama, Sport","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",7.6,53,320073,255.96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Hobbit: The Battle of the Five Armies,2014,PG-13,144,"Adventure, Fantasy",Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,7.4,59,510454,255.12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hangover Part II,2011,R,102,Comedy,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",6.5,44,488276,254.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despicable Me,2010,PG,95,"Animation, Adventure, Comedy","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",7.6,72,529924,251.51,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman,1989,PG-13,126,"Action, Adventure","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",7.5,69,366362,251.19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum,2006,PG,108,"Adventure, Comedy, Family",A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,6.4,48,337329,250.86,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black,1997,PG-13,98,"Action, Adventure, Comedy",A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,7.3,71,550442,250.69,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Prisoner of Azkaban,2004,PG,142,"Adventure, Family, Fantasy","Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",7.9,82,608610,249.36,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Moana,2016,PG,107,"Animation, Adventure, Comedy","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,81,316101,248.76,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Jones and the Raiders of the Lost Ark,1981,PG,115,"Action, Adventure","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",8.4,85,938187,248.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Story 2,1999,G,92,"Animation, Adventure, Comedy","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",7.9,88,562329,245.85,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: Age of Extinction,2014,PG-13,165,"Action, Adventure, Sci-Fi","When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",5.6,32,309258,245.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cars,2006,G,117,"Animation, Adventure, Comedy","A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",7.2,73,401935,244.08,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Almighty,2003,PG-13,101,"Comedy, Fantasy",A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,6.8,46,392862,242.83,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Twister,1996,PG-13,113,"Action, Adventure, Thriller","Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",6.4,68,191569,241.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Big Fat Greek Wedding,2002,PG,95,"Comedy, Drama, Romance",A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,6.6,62,128595,241.44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Maleficent,2014,PG,97,"Adventure, Family, Fantasy","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",7.0,56,366518,241.41,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,136,"Action, Adventure, Fantasy","Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",6.6,45,509734,241.06,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Furious 6,2013,PG-13,130,"Action, Crime, Thriller","Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",7.1,61,387752,238.68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ghostbusters,1984,PG,105,"Action, Comedy, Fantasy","Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",7.8,71,402047,238.63,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shrek Forever After,2010,PG,93,"Animation, Adventure, Comedy",Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,6.3,58,198511,238.37,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brave,2012,PG,93,"Animation, Adventure, Comedy","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",7.1,69,399133,237.28,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oz the Great and Powerful,2013,PG,130,"Adventure, Family, Fantasy",A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,6.3,44,205567,234.91,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop,1984,R,105,"Action, Comedy, Crime",A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,7.4,66,178826,234.76,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men: The Last Stand,2006,PG-13,104,"Action, Adventure, Sci-Fi","The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",6.7,58,505756,234.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
War of the Worlds,2005,PG-13,116,"Action, Adventure, Sci-Fi",An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,6.5,73,437204,234.28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fantastic Beasts and Where to Find Them,2016,PG-13,132,"Adventure, Family, Fantasy",The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,7.3,66,446266,234.04,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
X-Men: Days of Future Past,2014,PG-13,132,"Action, Adventure, Sci-Fi",The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,8.0,75,693868,233.92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cast Away,2000,PG-13,143,"Adventure, Drama, Romance",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,7.8,73,571725,233.63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
